Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_State_Abrvtn,Prscrbr_State_FIPS,Prscrbr_Type,Prscrbr_Type_Src,Brnd_Name,Gnrc_Name,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Tot_Day_Suply,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Diltiazem 24hr Er,Diltiazem Hcl,20,50,1500,828.68,,,20,50,828.68,1500,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Simvastatin,Simvastatin,18,50,1500,153.44,,,18,50,153.44,1500,*,
1598729253,Orlandi,Quirino,Minneapolis,MN,27,Cardiology,S,Diltiazem 24hr Er (Cd),Diltiazem Hcl,22,50,1500,534.94,,,22,50,534.94,1500,*,
1881234631,Gonzalez,Patrisa,Columbia,SC,45,Nurse Practitioner,S,Bumetanide,Bumetanide,28,51.3,1492,2929.9,13,,15,31,1524.08,897,*,
1174528129,Droogan,Christopher,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Bisoprolol Fumarate,Bisoprolol Fumarate,18,49,1470,1679.09,,,18,49,1679.09,1470,*,
1013262419,Fudim,Marat,Durham,NC,37,Cardiology,S,Metoprolol Succinate,Metoprolol Succinate,21,49,1470,269.74,,#,,,,,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Rosuvastatin Calcium,Rosuvastatin Calcium,19,49,1470,1192.99,13,#,,,,,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Amiodarone Hcl,Amiodarone Hcl,21,49,1453,2184.09,17,#,,,,,#,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Potassium Chloride,Potassium Chloride,29,49.3,1446,1485.23,21,#,,,,,#,
1720138100,Jay,Desmond,Minneapolis,MN,27,Cardiology,S,Hydrochlorothiazide,Hydrochlorothiazide,16,48,1440,44.62,,,16,48,44.62,1440,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Hydrochlorothiazide,Hydrochlorothiazide,19,48,1440,94.15,11,#,,,,,*,
1598729253,Orlandi,Quirino,Minneapolis,MN,27,Cardiology,S,Entresto,Sacubitril/Valsartan,26,48,1440,23229.18,,,26,48,23229.18,1440,*,
1598729253,Orlandi,Quirino,Minneapolis,MN,27,Cardiology,S,Hydrochlorothiazide,Hydrochlorothiazide,16,48,1440,180.47,,,16,48,180.47,1440,*,
1912986183,Miller,Wayne,Rochester,MN,27,Advanced Heart Failure and Transplant Cardiology,S,Spironolactone,Spironolactone,19,49,1429,86.29,,#,,,,,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Diltiazem 24hr Er (Cd),Diltiazem Hcl,20,48,1417,1804.92,,,20,48,1804.92,1417,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Quinapril Hcl,Quinapril Hcl,21,47,1410,238.46,,#,,,,,*,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Lisinopril,Lisinopril,19,47,1403,137.85,,*,,,,,*,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Tacrolimus,Tacrolimus,27,48,1400,21722.41,13,,13,16,3534.35,480,*,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Klor-Con M20,Potassium Chloride,16,46.6,1398,1133.83,,,16,46.6,1133.83,1398,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Eliquis,Apixaban,34,48,1395,21168.95,,,20,32,14393,960,*,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Prednisone,Prednisone,26,54,1392,202.79,20,,13,27,117.69,666,#,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Tacrolimus,Tacrolimus,23,47.2,1390,6075.3,,#,,,,,*,
1629090196,Lin,David,Edina,MN,27,Cardiology,S,Simvastatin,Simvastatin,17,47,1387,258.28,,,17,47,258.28,1387,*,
1174528129,Droogan,Christopher,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,16,46,1380,1826.23,,,16,46,1826.23,1380,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Spironolactone,Spironolactone,16,46,1380,113.26,,*,,,,,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Imatinib Mesylate,Imatinib Mesylate,46,46,1380,167207.39,,,20,20,78794.26,600,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Verapamil Er,Verapamil Hcl,15,45,1350,577.02,,,15,45,577.02,1350,*,
1639131345,Eckman,Peter,Minneapolis,MN,27,Cardiology,S,Bumetanide,Bumetanide,17,45,1335,2893.51,,#,,,,,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Torsemide,Torsemide,23,43.5,1305,693.22,,#,,,,,*,
1639131345,Eckman,Peter,Minneapolis,MN,27,Cardiology,S,Valsartan,Valsartan,16,44,1293,1460.42,,,16,44,1460.42,1293,*,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Hydralazine Hcl,Hydralazine Hcl,25,43,1290,587.8,15,,13,23,325.34,690,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Cilostazol,Cilostazol,19,43,1290,722.61,,#,,,,,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Eliquis,Apixaban,23,43,1290,20661.37,13,#,,,,,#,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Omeprazole,Omeprazole,25,42.9,1286,184.97,,#,,,,,*,
1720138100,Jay,Desmond,Minneapolis,MN,27,Cardiology,S,Nifedipine Er,Nifedipine,15,43,1277,841.09,,,15,43,841.09,1277,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Nitroglycerin,Nitroglycerin,67,71,1277,955.3,46,,41,45,606.27,723,,30
1629090196,Lin,David,Edina,MN,27,Cardiology,S,Atenolol,Atenolol,14,42,1260,186.34,,,14,42,186.34,1260,*,
1720138100,Jay,Desmond,Minneapolis,MN,27,Cardiology,S,Simvastatin,Simvastatin,14,42,1260,123.33,,,14,42,123.33,1260,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Potassium Chloride,Potassium Chloride,31,41,1210,1149.73,13,*,,,,,*,
1174528129,Droogan,Christopher,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Vascepa,Icosapent Ethyl,30,40,1200,12834.7,,,30,40,12834.7,1200,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Fenofibrate,Fenofibrate,16,40,1200,1314.31,,#,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Sotalol,Sotalol Hcl,33,40,1200,550.18,,,33,40,550.18,1200,*,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Carvedilol,Carvedilol,30,40,1200,140.49,15,#,,,,,#,
1669474490,Traufler,Robin,Columbia,SC,45,Nurse Practitioner,S,Atorvastatin Calcium,Atorvastatin Calcium,22,40,1178,266.97,11,#,,,,,*,
1669474490,Traufler,Robin,Columbia,SC,45,Nurse Practitioner,S,Metolazone,Metolazone,51,65.7,1178,799.14,26,,38,51.7,655.9,1006,#,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Atorvastatin Calcium,Atorvastatin Calcium,19,39,1170,282.66,12,*,,,,,*,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Allopurinol,Allopurinol,13,39,1170,245.5,,*,,,,,*,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Doxazosin Mesylate,Doxazosin Mesylate,13,39,1170,563.27,,,13,39,563.27,1170,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Ramipril,Ramipril,31,39,1170,152.04,,,16,22,83.61,660,*,
1730317314,Napier,Rebecca,Columbia,SC,45,Cardiology,S,Hydralazine Hcl,Hydralazine Hcl,19,39,1170,526.73,,*,,,,,*,
1659386266,Bozicevich,Dawn,Minneapolis,MN,27,Nurse Practitioner,S,Klor-Con M20,Potassium Chloride,23,38.5,1156,1561.67,15,#,,,,,#,
1013262419,Fudim,Marat,Durham,NC,37,Cardiology,S,Carvedilol,Carvedilol,25,38.5,1155,119.96,11,,14,25.5,54.04,765,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Entresto,Sacubitril/Valsartan,24,38,1140,20837.25,,#,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Farxiga,Dapagliflozin Propanediol,28,38,1140,20076.64,,#,,,,,*,
1730317314,Napier,Rebecca,Columbia,SC,45,Cardiology,S,Eliquis,Apixaban,22,38,1140,17635.56,,#,,,,,*,
1730317314,Napier,Rebecca,Columbia,SC,45,Cardiology,S,Torsemide,Torsemide,29,39,1140,1379.83,,,18,26,881.85,780,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Xarelto,Rivaroxaban,16,38,1140,17340.22,,*,,,,,*,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Potassium Chloride,Potassium Chloride,19,39,1115,972.98,11,*,,,,,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Brilinta,Ticagrelor,26,38,1115,14404.37,,#,,,,,*,
1376836395,Carry,Brendan,Danville,PA,42,Internal Medicine,S,Amlodipine Besylate,Amlodipine Besylate,19,37,1110,100.79,,,19,37,100.79,1110,*,
1629090196,Lin,David,Edina,MN,27,Cardiology,S,Amiodarone Hcl,Amiodarone Hcl,13,37,1110,216.23,,,13,37,216.23,1110,*,
1881234631,Gonzalez,Patrisa,Columbia,SC,45,Nurse Practitioner,S,Potassium Chloride,Potassium Chloride,19,39,1106,844.76,,#,,,,,*,
1659386266,Bozicevich,Dawn,Minneapolis,MN,27,Nurse Practitioner,S,Warfarin Sodium,Warfarin Sodium,17,36.9,1092,365.99,13,#,,,,,#,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Isosorbide Mononitrate Er,Isosorbide Mononitrate,12,36,1080,239.03,,,12,36,239.03,1080,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Enalapril Maleate,Enalapril Maleate,20,36,1080,471.58,,,20,36,471.58,1080,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,28,36,1080,123.76,,,28,36,123.76,1080,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Klor-Con M20,Potassium Chloride,14,36,1080,717.12,,*,,,,,*,
1881234631,Gonzalez,Patrisa,Columbia,SC,45,Nurse Practitioner,S,Spironolactone,Spironolactone,19,37,1072,311.89,,#,,,,,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Pradaxa,Dabigatran Etexilate Mesylate,23,35,1050,15103.95,,,23,35,15103.95,1050,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Entresto,Sacubitril/Valsartan,31,35,1050,19575.93,,#,,,,,*,
1376836395,Carry,Brendan,Danville,PA,42,Internal Medicine,S,Praluent Pen,Alirocumab,37,37,1036,19771.86,,#,,,,,*,
1366875486,French,Teresa,Minneapolis,MN,27,Nurse Practitioner,S,Potassium Chloride,Potassium Chloride,15,35.3,1031,560.31,11,#,,,,,*,
1659386266,Bozicevich,Dawn,Minneapolis,MN,27,Nurse Practitioner,S,Digoxin,Digoxin,19,34.5,1031,464.84,,#,,,,,*,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Trazodone Hcl,Trazodone Hcl,15,34.5,1027,140.77,,*,,,,,*,
1639131345,Eckman,Peter,Minneapolis,MN,27,Cardiology,S,Tamsulosin Hcl,Tamsulosin Hcl,12,34,1021,127.96,,,12,34,127.96,1021,*,
1639131345,Eckman,Peter,Minneapolis,MN,27,Cardiology,S,Irbesartan,Irbesartan,18,34,1020,424.96,,*,,,,,*,
1598729253,Orlandi,Quirino,Minneapolis,MN,27,Cardiology,S,Eplerenone,Eplerenone,18,34,1019,1098.44,,,18,34,1098.44,1019,*,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Prednisone,Prednisone,15,35.3,1006,167.97,,#,,,,,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Nitroglycerin,Nitroglycerin,65,65.7,991,1012.44,46,,54,54.7,861.73,806,#,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Diltiazem 24hr Er,Diltiazem Hcl,11,33,990,417.79,,,11,33,417.79,990,*,
1598729253,Orlandi,Quirino,Minneapolis,MN,27,Cardiology,S,Simvastatin,Simvastatin,11,33,990,63.44,,,11,33,63.44,990,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Torsemide,Torsemide,15,32.5,975,529.78,,#,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Brilinta,Ticagrelor,25,33,964,13196.38,,,13,13,4996.72,364,*,
1174528129,Droogan,Christopher,Wynnewood,PA,42,Advanced Heart Failure and Transplant Cardiology,S,Metolazone,Metolazone,26,33.2,961,737.56,,,14,21.2,430.44,601,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Pantoprazole Sodium,Pantoprazole Sodium,14,32,960,166.65,,*,,,,,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Dofetilide,Dofetilide,16,32,960,6135.9,,,16,32,6135.9,960,*,
1659386266,Bozicevich,Dawn,Minneapolis,MN,27,Nurse Practitioner,S,Isosorbide Mononitrate Er,Isosorbide Mononitrate,12,32,960,395.03,,,12,32,395.03,960,*,
1629090196,Lin,David,Edina,MN,27,Cardiology,S,Ranolazine Er,Ranolazine,11,31,930,3344.63,,,11,31,3344.63,930,*,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Allopurinol,Allopurinol,21,31,930,227.27,,*,,,,,*,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Bisoprolol Fumarate,Bisoprolol Fumarate,11,31,930,569.33,,,11,31,569.33,930,*,
1659386266,Bozicevich,Dawn,Minneapolis,MN,27,Nurse Practitioner,S,Metoprolol Tartrate,Metoprolol Tartrate,11,31,930,168.72,,*,,,,,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Klor-Con M20,Potassium Chloride,17,33,922,343.87,11,#,,,,,*,
1659386266,Bozicevich,Dawn,Minneapolis,MN,27,Nurse Practitioner,S,Amiodarone Hcl,Amiodarone Hcl,21,35,903,229.76,,,21,35,229.76,903,*,
1720138100,Jay,Desmond,Minneapolis,MN,27,Cardiology,S,Digoxin,Digoxin,12,30,900,487.56,,*,,,,,*,
1720138100,Jay,Desmond,Minneapolis,MN,27,Cardiology,S,Entresto,Sacubitril/Valsartan,16,30,900,16905.7,,*,,,,,*,
1013262419,Fudim,Marat,Durham,NC,37,Cardiology,S,Jardiance,Empagliflozin,20,30,900,16193.62,,#,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Euthyrox,Levothyroxine Sodium,20,30,900,110,,#,,,,,*,
1376836395,Carry,Brendan,Danville,PA,42,Internal Medicine,S,Repatha Sureclick,Evolocumab,32,32,896,14288.88,,,19,19,8462.28,532,*,
1598729253,Orlandi,Quirino,Minneapolis,MN,27,Cardiology,S,Isosorbide Dinitrate,Isosorbide Dinitrate,13,31,893,1200.44,,,13,31,1200.44,893,*,
1912986183,Miller,Wayne,Rochester,MN,27,Advanced Heart Failure and Transplant Cardiology,S,Entresto,Sacubitril/Valsartan,18,30,892,16331.98,,#,,,,,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Nitroglycerin,Nitroglycerin,40,50,890,821.53,30,#,,,,,#,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Furosemide,Furosemide,20,30,875,92.79,,*,,,,,*,
1720138100,Jay,Desmond,Minneapolis,MN,27,Cardiology,S,Labetalol Hcl,Labetalol Hcl,13,29,870,1268.66,,,13,29,1268.66,870,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Klor-Con M10,Potassium Chloride,23,29,870,845.73,,#,,,,,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Midodrine Hcl,Midodrine Hcl,21,29,870,911.46,,,21,29,911.46,870,*,
1730317314,Napier,Rebecca,Columbia,SC,45,Cardiology,S,Corlanor,Ivabradine Hcl,21,29,870,13690.76,,#,,,,,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Carvedilol,Carvedilol,19,29.4,859,116.81,,#,,,,,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Gabapentin,Gabapentin,19,29,854,177.73,,*,,,,,*,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Pantoprazole Sodium,Pantoprazole Sodium,25,29,843,204.49,,,25,29,204.49,843,*,
1730317314,Napier,Rebecca,Columbia,SC,45,Cardiology,S,Potassium Chloride,Potassium Chloride,19,29,842,840.07,11,#,,,,,*,
1720138100,Jay,Desmond,Minneapolis,MN,27,Cardiology,S,Potassium Chloride,Potassium Chloride,12,28,840,350.78,,,12,28,350.78,840,*,
1881234631,Gonzalez,Patrisa,Columbia,SC,45,Nurse Practitioner,S,Eliquis,Apixaban,12,28,840,13077.12,,,12,28,13077.12,840,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Jantoven,Warfarin Sodium,14,28,840,222.84,,#,,,,,*,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Hydralazine Hcl,Hydralazine Hcl,21,30,840,257.06,14,#,,,,,#,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Spironolactone,Spironolactone,16,28,840,79.93,13,#,,,,,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Xarelto,Rivaroxaban,11,27.4,822,12812.28,,*,,,,,*,
1376836395,Carry,Brendan,Danville,PA,42,Internal Medicine,S,Bumetanide,Bumetanide,15,27.2,816,1273.64,,,15,27.2,1273.64,816,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Jardiance,Empagliflozin,21,27,810,14472.44,,#,,,,,*,
1376836395,Carry,Brendan,Danville,PA,42,Internal Medicine,S,Ezetimibe,Ezetimibe,15,27,810,163.96,,,15,27,163.96,810,*,
1881234631,Gonzalez,Patrisa,Columbia,SC,45,Nurse Practitioner,S,Amlodipine Besylate,Amlodipine Besylate,11,27,810,35.43,,*,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Flecainide Acetate,Flecainide Acetate,23,27,810,1183.65,,,23,27,1183.65,810,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Digoxin,Digoxin,11,27,810,365.9,,*,,,,,*,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Metoprolol Succinate,Metoprolol Succinate,22,27,810,258.43,,#,,,,,*,
1063862381,Lobo,Ronstan,Rochester,MN,27,Cardiology,S,Metoprolol Tartrate,Metoprolol Tartrate,15,27,793,99.28,,,15,27,99.28,793,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Cyclosporine,Cyclosporine,15,26.4,793,12534.67,,*,,,,,*,
1629090196,Lin,David,Edina,MN,27,Cardiology,S,Metolazone,Metolazone,16,28.1,788,382.01,,,16,28.1,382.01,788,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Warfarin Sodium,Warfarin Sodium,18,26,780,117.21,,*,,,,,*,
1629090196,Lin,David,Edina,MN,27,Cardiology,S,Bumetanide,Bumetanide,18,26,780,1460.2,,,18,26,1460.2,780,*,
1669474490,Traufler,Robin,Columbia,SC,45,Nurse Practitioner,S,Amiodarone Hcl,Amiodarone Hcl,14,26,780,208.2,,#,,,,,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Mirtazapine,Mirtazapine,12,26,780,435.46,,,12,26,435.46,780,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Pomalyst,Pomalidomide,29,29,770,527992.89,,#,,,,,*,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Losartan Potassium,Losartan Potassium,19,27,768,186.16,13,#,,,,,#,
1639131345,Eckman,Peter,Minneapolis,MN,27,Cardiology,S,Eplerenone,Eplerenone,15,25,750,1144.34,,#,,,,,*,
1669474490,Traufler,Robin,Columbia,SC,45,Nurse Practitioner,S,Losartan Potassium,Losartan Potassium,13,25,750,174.07,,,13,25,174.07,750,*,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Opsumit,Macitentan,25,25,750,257593.91,,,25,25,257593.91,750,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Omeprazole,Omeprazole,11,25,750,103.6,,,11,25,103.6,750,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Losartan Potassium,Losartan Potassium,13,25,750,55.5,,*,,,,,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Atorvastatin Calcium,Atorvastatin Calcium,11,25,750,131.83,,*,,,,,*,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Amiodarone Hcl,Amiodarone Hcl,20,24.5,735,356.49,,,20,24.5,356.49,735,*,
1255587465,Lopez De Leon,Angela,Greenwood,SC,45,Cardiology,S,Torsemide,Torsemide,14,25,723,157.53,,,14,25,157.53,723,*,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Fluticasone Propionate,Fluticasone Propionate,13,24,720,116.6,12,*,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Atenolol,Atenolol,22,24,720,32.2,,,22,24,32.2,720,*,
1598729253,Orlandi,Quirino,Minneapolis,MN,27,Cardiology,S,Pravastatin Sodium,Pravastatin Sodium,12,24,720,256.42,,,12,24,256.42,720,*,
1659386266,Bozicevich,Dawn,Minneapolis,MN,27,Nurse Practitioner,S,Eliquis,Apixaban,14,24,720,11665.52,,*,,,,,*,
1366875486,French,Teresa,Minneapolis,MN,27,Nurse Practitioner,S,Warfarin Sodium,Warfarin Sodium,11,23.7,710,268.96,,*,,,,,*,
1376836395,Carry,Brendan,Danville,PA,42,Internal Medicine,S,Metoprolol Tartrate,Metoprolol Tartrate,11,23,690,81.75,,*,,,,,*,
1639131345,Eckman,Peter,Minneapolis,MN,27,Cardiology,S,Jardiance,Empagliflozin,15,23,690,11848.03,,,15,23,11848.03,690,*,
1639131345,Eckman,Peter,Minneapolis,MN,27,Cardiology,S,Sirolimus,Sirolimus,12,23,690,8827.86,,*,,,,,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Levothyroxine Sodium,Levothyroxine Sodium,11,23,690,260.18,,,11,23,260.18,690,*,
1730317314,Napier,Rebecca,Columbia,SC,45,Cardiology,S,Rosuvastatin Calcium,Rosuvastatin Calcium,13,23,690,196.97,,*,,,,,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Danazol,Danazol,19,23,690,6403.46,,#,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Repatha Pushtronex,Evolocumab,15,22.4,672,11889.63,,#,,,,,*,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Furosemide,Furosemide,14,24,667,68.81,11,#,,,,,*,
1366875486,French,Teresa,Minneapolis,MN,27,Nurse Practitioner,S,Amiodarone Hcl,Amiodarone Hcl,16,22,660,105.08,,,16,22,105.08,660,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Benazepril Hcl,Benazepril Hcl,15,22,660,73.48,,,15,22,73.48,660,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Pacerone,Amiodarone Hcl,14,22,660,163.29,,#,,,,,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Fluconazole,Fluconazole,31,31,658,1621.27,13,#,,,,,#,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Venclexta,Venetoclax,25,25,631,108877.41,,,25,25,108877.41,631,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Amlodipine Besylate,Amlodipine Besylate,13,21,630,47.3,,*,,,,,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Metoprolol Succinate,Metoprolol Succinate,13,21,630,146.42,,#,,,,,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Cartia Xt,Diltiazem Hcl,15,21,630,423.14,,,15,21,423.14,630,*,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Atorvastatin Calcium,Atorvastatin Calcium,11,21,630,173.49,,*,,,,,*,
1861989030,Sweat,Bonnie,Memphis,TN,47,Nurse Practitioner,S,Calcitriol,Calcitriol,12,20.8,619,104.32,,*,,,,,*,
1013262419,Fudim,Marat,Durham,NC,37,Cardiology,S,Entresto,Sacubitril/Valsartan,17,20.5,615,11469.52,,#,,,,,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Sulfamethoxazole-Trimethoprim,Sulfamethoxazole/Trimethoprim,12,22,615,78.92,,,12,22,78.92,615,*,
1255607164,Yaranov,Dmitry,Memphis,TN,47,Cardiology,S,Entresto,Sacubitril/Valsartan,21,21,600,11346.24,,*,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Propafenone Hcl,Propafenone Hcl,18,20,600,688.2,,,18,20,688.2,600,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Flecainide Acetate,Flecainide Acetate,11,19.5,585,575.44,,*,,,,,*,
1467457358,Tedder,Barry,Jonesboro,AR,5,Cardiology,S,Mexiletine Hcl,Mexiletine Hcl,17,21,585,2241.4,,,17,21,2241.4,585,*,
1104011592,Case,Rachel,Greenwood,SC,45,Nurse Practitioner,S,Repatha Sureclick,Evolocumab,20,20,576,9392.21,,#,,,,,*,
1053523613,Samara,Michael,Minneapolis,MN,27,Cardiology,S,Metolazone,Metolazone,27,31,574,391.24,,,15,19,226.18,342,*,
1467816736,Wilkes,Sarah,Camden,SC,45,Nurse Practitioner,S,Amlodipine Besylate,Amlodipine Besylate,11,19,570,56.6,,*,,,,,*,
1750554986,Brady,James,Wilkes Barre,PA,42,Hematology-Oncology,S,Duloxetine Hcl,Duloxetine Hcl,17,19,570,135.4,,,0,0,0,0,#,
1902214471,Dahl,Jenna,Minneapolis,MN,27,Nurse Practitioner,S,Clopidogrel,Clopidogrel Bisulfate,11,19,570,81.08,,*,,,,,*,
1639131345,Eckman,Peter,Minneapolis,MN,27,Cardiology,S,Pradaxa,Dabigatran Etexilate Mesylate,14,18,540,8262.64,,#,,,,,*,
